Student_Size,Tuition_In_State,Tuition_Out_State,Female_Share,Race_White,Race_Black,Race_Hispanic,Race_Asian,Race_AIAN,Race_NHPI,Race_Two_Or_More,Grad_Rate,School_Name,City,State,id
32292.0,5092.0,14840.0,0.7076378351,0.396,0.1691,0.3234,0.0413,0.0023,0.0015,0.0377,0.1825,Connecticut State Community College,Hartford,CT,129367
,,,0.3442307692,,,,,,,,,Rensselaer at Hartford,Hartford,CT,129428
396.0,,,0.8016341353,0.1944,0.1995,0.3535,0.1111,0.0177,0.0,0.0328,0.57,American Institute-West Hartford,West Hartford,CT,129482
,,,,,,,,,,,,Hartford International University for Religion and Peace,Hartford,CT,129491
4032.0,47647.0,47647.0,0.5671210244,0.5107,0.1639,0.1726,0.0392,0.0042,0.0017,0.0206,0.5762,University of Hartford,West Hartford,CT,129525
203.0,9580.0,9580.0,0.275,0.6502,0.0099,0.202,0.0591,0.0049,0.0,0.0049,,Holy Apostles College and Seminary,Cromwell,CT,129534
421.0,39050.0,39050.0,0.4362416107,0.5582,0.1473,0.1948,0.0119,0.0071,0.0024,0.0333,0.5227,Mitchell College,New London,CT,129774
783.0,,,0.4269304403,0.2439,0.3372,0.3282,0.0204,0.0013,0.0013,0.0587,0.5287,Lincoln Technical Institute-New Britain,New Britain,CT,129923
293.0,,,0.0754716981,0.3413,0.3447,0.3072,0.0,0.0,0.0068,0.0,0.7237,New England Tractor Trailer Training School of Connecticut,Somers,CT,129932
4799.0,45730.0,45730.0,0.575202386,0.5374,0.1084,0.2069,0.031,0.0017,0.0006,0.0363,0.605,University of New Haven,West Haven,CT,129941
183.0,26400.0,26400.0,,0.4372,0.224,0.2295,0.0492,0.0055,0.0109,0.0383,0.6,Paier College,Bridgeport,CT,130110
1405.0,14349.0,14349.0,0.371110549,0.2676,0.2747,0.2199,0.0142,0.0028,0.0498,0.0434,0.5315,Porter & Chester Institute,Bridgeport,CT,130174
18975.0,17100.0,17100.0,0.7255289468,0.4331,0.3734,0.0652,0.0096,0.0132,0.0042,0.0869,0.3375,Post University,Waterbury,CT,130183
6208.0,53090.0,53090.0,0.6232081911,0.7384,0.0412,0.1149,0.0345,0.001,0.0006,0.0282,0.7727,Quinnipiac University,Hamden,CT,130226
6904.0,48460.0,48460.0,0.6625905797,0.7646,0.0346,0.1301,0.0169,0.001,0.0003,0.0236,0.7373,Sacred Heart University,Fairfield,CT,130253
825.0,45908.0,45908.0,0.9681050657,0.5927,0.1042,0.1818,0.057,0.0,0.0,0.0364,0.6537,University of Saint Joseph,West Hartford,CT,130314
6180.0,12828.0,26104.0,0.6305379747,0.4356,0.1994,0.2458,0.0395,0.0013,0.0002,0.0443,0.5053,Southern Connecticut State University,New Haven,CT,130493
2193.0,67420.0,67420.0,0.528340081,0.6097,0.0561,0.0907,0.0451,0.0023,0.0,0.0392,0.8316,Trinity College,Hartford,CT,130590
1081.0,,,,0.6281,0.0287,0.136,0.0574,0.0009,0.0028,0.1073,0.872,United States Coast Guard Academy,New London,CT,130624
2973.0,67316.0,67316.0,0.5581039755,0.5402,0.0585,0.1026,0.0928,0.0003,0.0007,0.073,0.9237,Wesleyan University,Middletown,CT,130697
3434.0,12763.0,16095.0,0.5140747577,0.4968,0.0944,0.2941,0.0451,0.0047,0.0003,0.0536,0.5073,Western Connecticut State University,Danbury,CT,130776
6811.0,64700.0,64700.0,0.5006839945,0.3239,0.0881,0.1571,0.2283,0.0041,0.0015,0.0722,0.9702,Yale University,New Haven,CT,130794
43.0,,,,0.7674,0.093,0.0465,0.0,0.0,0.0,0.093,,Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,130837
385.0,,,0.9498327759,0.0987,0.639,0.1195,0.0156,0.0,0.0,0.0779,0.6909,Dawn Career Institute LLC,Newark,DE,130873
11012.0,4965.0,11828.0,0.6438833868,0.4182,0.2813,0.1762,0.032,0.0041,0.0009,0.0459,0.1958,Delaware Technical Community College-Terry,Dover,DE,130907
4630.0,10314.0,20250.0,0.6654223052,0.0715,0.7514,0.0849,0.0108,0.0015,0.0006,0.0587,0.4207,Delaware State University,Dover,DE,130934
18812.0,16080.0,39720.0,0.585467128,0.6743,0.0637,0.0988,0.0552,0.0013,0.0003,0.0521,0.7918,University of Delaware,Newark,DE,130943
634.0,13440.0,13440.0,0.587020649,0.3722,0.2145,0.1656,0.0142,0.0016,0.0016,0.0473,0.6298,Goldey-Beacom College,Wilmington,DE,130989
166.0,,,,0.3916,0.3494,0.1627,0.0482,0.0,0.0,0.0482,0.5138,Schilling-Douglas School of Hair Design,Newark,DE,131061
8497.0,12330.0,12330.0,0.6885463726,0.47,0.2243,0.1619,0.0326,0.0044,0.0021,0.0455,0.2102,Wilmington University,New Castle,DE,131113
7593.0,56543.0,56543.0,0.6609547124,0.5687,0.0788,0.128,0.0711,0.0003,0.0005,0.0569,0.7895,American University,Washington,DC,131159
3063.0,55834.0,55834.0,0.5798319328,0.5759,0.093,0.1943,0.03,0.0007,0.0003,0.0464,0.7901,The Catholic University of America,Washington,DC,131283
3080.0,6152.0,13004.0,0.6024464832,0.0321,0.5419,0.2789,0.013,0.0029,0.0003,0.0273,0.3023,University of the District of Columbia,Washington,DC,131399
,,,,,,,,,,,,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,131405
879.0,18382.0,18382.0,0.5157480315,0.4209,0.1752,0.2298,0.0501,0.0068,0.0068,0.0171,0.4512,Gallaudet University,Washington,DC,131450
10848.0,64990.0,64990.0,0.6346801347,0.4929,0.0765,0.1309,0.1495,0.0005,0.0007,0.0548,0.8499,George Washington University,Washington,DC,131469
7462.0,65081.0,65081.0,0.5899705015,0.4854,0.0505,0.0622,0.1514,0.0007,0.0015,0.0607,0.9495,Georgetown University,Washington,DC,131496
9604.0,33344.0,33344.0,0.7177579365,0.0026,0.7143,0.0691,0.0308,0.0037,0.0011,0.0514,0.6923,Howard University,Washington,DC,131520
309.0,13920.0,13920.0,0.7508344853,0.0809,0.7994,0.0615,0.0,0.0032,0.0032,0.0388,,Strayer University-District of Columbia,Washington,DC,131803
25.0,11200.0,11200.0,,0.36,0.32,0.0,0.0,0.04,0.0,0.24,,National Conservatory of Dramatic Arts,Washington,DC,131830
1415.0,26110.0,26110.0,0.9789964994,0.0148,0.5809,0.3371,0.0106,0.0,0.0,0.0219,0.4146,Trinity Washington University,Washington,DC,131876
,,,,,,,,,,,,Wesley Theological Seminary,Washington,DC,131973
2672.0,,,0.4945454545,0.3746,0.2882,0.3031,0.0079,0.0037,0.0019,0.0206,0.5514,Atlantic Technical College,Coconut Creek,FL,132374
248.0,13800.0,13800.0,0.4731182796,0.6331,0.0565,0.0121,0.0161,0.004,0.0,0.0685,0.6479,Baptist University of Florida,Graceville,FL,132408
2245.0,33450.0,33450.0,0.6736222579,0.1087,0.3782,0.3479,0.0143,0.0031,0.0009,0.0312,0.3767,Barry University,Miami,FL,132471
2414.0,14794.0,14794.0,0.60409699,0.0054,0.5812,0.0331,0.0004,0.0017,0.0004,0.0162,0.3125,Bethune-Cookman University,Daytona Beach,FL,132602
2820.0,42950.0,42950.0,0.5967016492,0.5032,0.0915,0.1922,0.0145,0.0018,0.0011,0.0333,0.5236,Lynn University,Boca Raton,FL,132657
65.0,,,0.6782608696,0.6,0.3692,0.0,0.0,0.0,0.0308,0.0,0.7334,North Florida Technical College,Starke,FL,132675
10162.0,2496.0,9739.0,0.5937711578,0.5837,0.1167,0.1848,0.0248,0.0024,0.0018,0.0562,0.512,Eastern Florida State College,Melbourne,FL,132693
23799.0,2830.0,8952.0,0.5896134839,0.1227,0.3307,0.377,0.0327,0.002,0.0024,0.0416,0.3538,Broward College,Fort Lauderdale,FL,132709
225.0,13128.0,13128.0,0.8042105263,0.0311,0.0178,0.8756,0.0,0.0,0.0,0.0,0.5,Albizu University-Miami,Miami,FL,132842
4717.0,2710.0,10517.0,0.6081905315,0.5739,0.109,0.2039,0.0267,0.0017,0.0032,0.0411,0.4443,College of Central Florida,Ocala,FL,132851
136.0,19658.0,19658.0,0.4321223709,0.2206,0.1985,0.2059,0.0,0.0,0.0,0.0294,0.3333,Johnson University Florida,Kissimmee,FL,132879
59095.0,6368.0,22467.0,0.5891445164,0.435,0.0919,0.3078,0.0772,0.0011,0.0012,0.0479,0.7536,University of Central Florida,Orlando,FL,132903
295.0,3100.0,12100.0,0.7851851852,0.6203,0.1254,0.1763,0.0237,0.0102,0.0034,0.0305,0.8673,Charlotte Technical College,Port Charlotte,FL,132976
1218.0,3120.0,8950.0,0.6189839572,0.6585,0.1585,0.0649,0.0074,0.0025,0.0016,0.0517,0.5654,Chipola College,Marianna,FL,133021
767.0,,,0.5589519651,0.2034,0.193,0.575,0.013,0.0013,0.0013,0.013,0.9907,Lorenzo Walker Technical College,Naples,FL,133155
9367.0,3106.0,11994.0,0.6061886792,0.5286,0.1429,0.2269,0.024,0.0018,0.0009,0.0501,0.431,Daytona State College,Daytona Beach,FL,133386
284.0,18238.0,18238.0,0.7628668652,0.1232,0.5634,0.1937,0.0141,0.0106,0.0035,0.0282,0.1352,South University-West Palm Beach,Royal Palm Beach,FL,133465
1984.0,50374.0,50374.0,0.653164557,0.756,0.0257,0.0993,0.0197,0.0015,0.001,0.0585,0.6755,Eckerd College,Saint Petersburg,FL,133492
10613.0,3401.0,12979.0,0.6214870724,0.3386,0.1387,0.379,0.02,0.004,0.001,0.0237,0.397,Florida SouthWestern State College,Fort Myers,FL,133508
1113.0,14878.0,14878.0,0.4631147541,0.0494,0.8401,0.0198,0.0027,0.0036,0.0018,0.0171,0.2907,Edward Waters University,Jacksonville,FL,133526
7535.0,42304.0,42304.0,0.1816434407,0.5735,0.0451,0.1521,0.049,0.002,0.0013,0.053,0.6549,Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,133553
7516.0,5785.0,17725.0,0.6479351803,0.0305,0.8924,0.054,0.0028,0.0009,0.0,0.0184,0.557,Florida Agricultural and Mechanical University,Tallahassee,FL,133650
23458.0,4879.0,17324.0,0.6122837041,0.415,0.1733,0.2887,0.0393,0.0008,0.0009,0.0408,0.6319,Florida Atlantic University,Boca Raton,FL,133669
17739.0,2878.0,9992.0,0.6176030763,0.4253,0.2746,0.0938,0.0317,0.0032,0.0045,0.119,0.3531,Florida State College at Jacksonville,Jacksonville,FL,133702
2404.0,26610.0,26610.0,0.6926470588,0.7242,0.0295,0.1344,0.0096,0.0017,0.0008,0.0387,0.5646,Flagler College,Saint Augustine,FL,133711
589.0,18920.0,18920.0,0.5244755245,0.7555,0.034,0.0645,0.0187,0.0051,0.0051,0.0441,0.5964,Florida College,Temple Terrace,FL,133809
140.0,,,0.8918918919,0.1071,0.3929,0.0643,0.0071,0.0071,0.0,0.0286,0.4953,Concorde Career Institute-Jacksonville,Jacksonville,FL,133845
137.0,,,0.8418491484,0.0146,0.3358,0.1752,0.0073,0.0146,0.0,0.0073,0.557,Concorde Career Institute-Miramar,Miramar,FL,133854
132.0,,,0.8456712673,0.1515,0.2121,0.3939,0.0076,0.0,0.0076,0.0076,0.612,Concorde Career Institute-Tampa,Tampa,FL,133863
1068.0,20880.0,20880.0,0.8251057828,0.309,0.1713,0.3708,0.0403,0.0,0.0056,0.0281,0.4453,AdventHealth University,Orlando,FL,133872
3235.0,44360.0,44360.0,0.5243741765,0.5428,0.0488,0.1598,0.025,0.0028,0.0015,0.0303,0.6626,Florida Institute of Technology,Melbourne,FL,133881
38761.0,6565.0,18963.0,0.6069360848,0.0885,0.1109,0.6768,0.0271,0.0005,0.0004,0.0206,0.7132,Florida International University,Miami,FL,133951
823.0,3279.0,13162.0,0.5831325301,0.4727,0.1021,0.3123,0.0085,0.0012,0.0024,0.0231,0.3861,The College of the Florida Keys,Key West,FL,133960
1299.0,19110.0,19110.0,0.6096737908,0.0293,0.7737,0.0377,0.0015,0.0008,0.0,0.0054,0.3314,Florida Memorial University,Miami Gardens,FL,133979
130.0,,,0.6401965163,0.0154,0.1538,0.4154,0.0,0.0,0.0,0.0154,0.4877,Florida Career College-Miami,Miami,FL,133997
32.0,,,0.6875,0.7813,0.1875,0.0,0.0,0.0,0.0,0.0313,0.6294,Florida School of Massage,Gainesville,FL,134024
2607.0,42360.0,42360.0,0.6856899489,0.6659,0.0633,0.1542,0.0269,0.0042,0.0015,0.0395,0.6876,Florida Southern College,Lakeland,FL,134079
31812.0,5656.0,18786.0,0.5844654153,0.5821,0.0739,0.2318,0.0373,0.0009,0.0007,0.0435,0.8387,Florida State University,Tallahassee,FL,134097
34102.0,6381.0,28659.0,0.5937902879,0.4999,0.0508,0.2424,0.1194,0.0005,0.0004,0.0491,0.9073,University of Florida,Gainesville,FL,134130
30.0,,,0.7046153846,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.9322,Fort Pierce Beauty Academy,Fort Pierce,FL,134228
25195.0,26417.0,26417.0,0.2702686203,0.3703,0.3038,0.1885,0.0178,0.0069,0.0023,0.0684,0.4495,Full Sail University,Winter Park,FL,134237
566.0,,,0.2591362126,0.6272,0.1873,0.076,0.0124,0.0035,0.0035,0.0901,0.5168,George Stone Technical College,Pensacola,FL,134291
922.0,,,0.0388059701,0.0792,0.1128,0.8026,0.0,0.0,0.0,0.0043,0.2596,George T Baker Aviation Technical College,Miami,FL,134307
3614.0,2370.0,8635.0,0.6364089776,0.6801,0.1253,0.0814,0.0335,0.0066,0.0003,0.0551,0.4162,Gulf Coast State College,Panama City,FL,134343
16.0,9285.0,9285.0,,0.5,0.25,0.125,0.0,0.0,0.0,0.0,,Key College,Fort Lauderdale,FL,134422
19998.0,2506.0,9111.0,0.6047873879,0.308,0.1754,0.3874,0.035,0.0019,0.0018,0.0482,0.332,Hillsborough Community College,Tampa,FL,134495
125.0,9068.0,9068.0,0.5543478261,0.672,0.04,0.088,0.0,0.0,0.0,0.008,0.45,Hobe Sound Bible College,Hobe Sound,FL,134510
286.0,,,0.7444237918,0.0594,0.5594,0.2762,0.007,0.0,0.0944,0.0035,0.7204,Hollywood Institute of Beauty Careers,Hollywood,FL,134529
138.0,,,0.6998722861,0.471,0.1957,0.2246,0.0362,0.0,0.0,0.0507,0.7551,Cortiva Institute,St. Petersburg,FL,134574
11571.0,2764.0,10201.0,0.5956900975,0.3156,0.1294,0.4785,0.0118,0.0014,0.0009,0.0227,0.4441,Indian River State College,Fort Pierce,FL,134608
191.0,,,0.8544776119,0.5183,0.3508,0.0995,0.0105,0.0,0.0,0.0052,0.6106,International Academy,South Daytona,FL,134714
2649.0,46180.0,46180.0,0.664921466,0.5334,0.1487,0.1601,0.0227,0.0026,0.0023,0.0464,0.551,Jacksonville University,Jacksonville,FL,134945
17370.0,24136.0,24136.0,0.7434210526,0.2131,0.1873,0.2718,0.0161,0.0072,0.0033,0.0151,0.4912,Keiser University-Ft Lauderdale,Fort Lauderdale,FL,135081
239.0,,,0.9438596491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9333,La Belle Beauty School,Hialeah,FL,135142
2231.0,3100.0,11747.0,0.6241935484,0.6885,0.1784,0.0896,0.0081,0.0031,0.0,0.0296,0.6029,Florida Gateway College,Lake City,FL,135160
738.0,,,0.5184275184,0.5854,0.1409,0.2371,0.0163,0.0027,0.0027,0.0149,0.6909,Lake Technical College,Eustis,FL,135179
3572.0,3292.0,13276.0,0.6335927367,0.47,0.1271,0.2982,0.0398,0.0073,0.0031,0.0218,0.457,Lake-Sumter State College,Leesburg,FL,135188
668.0,,,0.36643026,0.4491,0.1347,0.3653,0.0045,0.0015,0.0015,0.0284,0.7844,Fort Myers Technical College,Fort Myers,FL,135267
785.0,,,0.5232722144,0.372,0.5083,0.0624,0.0076,0.0025,0.0,0.0446,0.5182,Lively Technical College,Tallahassee,FL,135276
388.0,,,0.4632516704,0.0361,0.4948,0.2964,0.0052,0.0,0.0,0.0052,0.3973,Lindsey Hopkins Technical College,Miami,FL,135294
85.0,,,0.9024390244,0.3765,0.3176,0.1294,0.0235,0.0,0.0118,0.0588,0.6035,Loraines Academy & Spa,Saint Petersburg,FL,135337
195.0,10538.0,10538.0,0.3430232558,0.4923,0.441,0.0308,0.0154,0.0051,0.0,0.0,,Luther Rice College & Seminary,Lithonia,GA,135364
7161.0,3074.0,11595.0,0.6173197871,0.5427,0.0876,0.256,0.0388,0.0057,0.0013,0.0034,0.3599,State College of Florida-Manatee-Sarasota,Bradenton,FL,135391
1117.0,,,0.479704797,0.4324,0.1074,0.3697,0.0134,0.0,0.0009,0.0555,0.7567,Manatee Technical College,Bradenton,FL,135407
336.0,,,0.5837563452,0.4167,0.1935,0.3006,0.0089,0.003,0.003,0.0357,0.8314,Traviss Technical College,Lakeland,FL,135522
65.0,,,0.8556701031,0.2308,0.1846,0.5231,0.0615,0.0,0.0,0.0,0.7217,Merryfield Academy,Oakland Park,FL,135559
69.0,14180.0,14180.0,0.4308300395,0.1304,0.3043,0.4203,0.0,0.0,0.0,0.0,,Trinity International University-Florida,Miami,FL,135610
730.0,,,0.4745417515,0.0466,0.3288,0.5658,0.0096,0.0027,0.0014,0.0041,0.1053,Miami Lakes Educational Center and Technical College,Miami Lakes,FL,135647
35001.0,2838.0,9661.0,0.581049681,0.0381,0.1393,0.7184,0.0097,0.0004,0.0004,0.0085,0.4463,Miami Dade College,Miami,FL,135717
12570.0,59926.0,59926.0,0.5744101633,0.4829,0.0824,0.2359,0.0475,0.001,0.0008,0.0426,0.8417,University of Miami,Coral Gables,FL,135726
1157.0,,,0.1563421829,0.357,0.21,0.3639,0.0294,0.0078,0.0043,0.0043,0.5127,Orange Technical College-South Campus,Orlando,FL,135735
117.0,,,0.9589816124,0.6838,0.1966,0.0427,0.0085,0.0,0.0,0.0598,0.7927,Paul Mitchell the School-Jacksonville,Jacksonville,FL,136109
817.0,3054.0,11400.0,0.6878402904,0.5692,0.2938,0.0942,0.0061,0.0049,0.0024,0.0196,0.6176,North Florida College,Madison,FL,136145
13915.0,6389.0,20793.0,0.6145483297,0.5676,0.122,0.1626,0.0584,0.0022,0.0013,0.0561,0.6795,University of North Florida,Jacksonville,FL,136172
7171.0,37080.0,37080.0,0.7459016393,0.2754,0.1517,0.3357,0.1178,0.0008,0.0011,0.0296,0.634,Nova Southeastern University,Fort Lauderdale,FL,136215
3193.0,3246.0,11625.0,0.6088583905,0.6254,0.099,0.1334,0.0288,0.0078,0.0034,0.0758,0.4042,Northwest Florida State College,Niceville,FL,136233
189.0,,,0.7048611111,0.164,0.455,0.3175,0.0476,0.0,0.0,0.0106,0.6478,Orange Technical College,Orlando,FL,136303
2427.0,37990.0,37990.0,0.6783216783,0.5266,0.0952,0.1739,0.0231,0.0037,0.0008,0.1075,0.5767,Palm Beach Atlantic University,West Palm Beach,FL,136330
20532.0,3050.0,10910.0,0.5921297078,0.2461,0.3031,0.355,0.0248,0.0017,0.0015,0.0253,0.4144,Palm Beach State College,Lake Worth,FL,136358
6933.0,3155.0,12032.0,0.6106362773,0.5181,0.0676,0.2565,0.028,0.0016,0.0014,0.044,0.393,Pasco-Hernando State College,New Port Richey,FL,136400
6725.0,2348.0,9407.0,0.6295828066,0.5749,0.2034,0.1007,0.023,0.007,0.0039,0.0724,0.394,Pensacola State College,Pensacola,FL,136473
730.0,,,0.406779661,0.5096,0.1616,0.2205,0.0384,0.0,0.0055,0.0233,0.5244,Pinellas Technical College-Clearwater,Clearwater,FL,136491
5954.0,3366.0,12272.0,0.6191240541,0.4234,0.1896,0.2961,0.0277,0.002,0.002,0.0341,0.3345,Polk State College,Winter Haven,FL,136516
235.0,,,0.4486486486,0.8213,0.0638,0.0426,0.0085,0.0085,0.0,0.0553,0.6795,Radford M Locklin Technical College,Milton,FL,136659
,,,,,,,,,,,,Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,136701
375.0,3918.0,10398.0,0.6119402985,0.312,0.256,0.424,0.0027,0.0,0.0,0.0,0.7958,Ridge Technical College,Winter Haven,FL,136765
1719.0,55480.0,55480.0,0.6837121212,0.4427,0.0303,0.1507,0.0948,0.0023,0.0017,0.0471,0.7368,Ringling College of Art and Design,Sarasota,FL,136774
868.0,,,0.4420485175,0.0749,0.2074,0.6302,0.0081,0.0023,0.0012,0.0115,0.3453,Robert Morgan Educational Center and Technical College,Miami,FL,136826
2582.0,58300.0,58300.0,0.6425,0.5906,0.0577,0.1805,0.0325,0.0008,0.0015,0.0418,0.773,Rollins College,Winter Park,FL,136950
369.0,,,0.6255813953,0.6504,0.1707,0.1274,0.019,0.0,0.0,0.0325,0.7602,First Coast Technical College,Saint Augustine,FL,137023
6999.0,28360.0,28360.0,0.6721270161,0.2499,0.181,0.1572,0.0081,0.0031,0.0011,0.0173,0.4908,Saint Leo University,Saint Leo,FL,137032
18759.0,2682.0,9286.0,0.6171915782,0.545,0.1398,0.1973,0.0424,0.003,0.0025,0.0423,0.3785,St Petersburg College,St. Petersburg,FL,137078
1421.0,,,0.4277108434,0.4293,0.3251,0.1541,0.0246,0.0021,0.0007,0.0415,0.5115,Pinellas Technical College-St. Petersburg,Saint Petersburg,FL,137087
11133.0,2563.0,9189.0,0.5685126582,0.5045,0.1204,0.2258,0.0393,0.0027,0.0011,0.0469,0.5134,Santa Fe College,Gainesville,FL,137096
1102.0,,,0.5693430657,0.6207,0.0917,0.235,0.0209,0.0,0.0,0.0318,0.5056,Suncoast Technical College,Sarasota,FL,137120
11790.0,3227.0,11447.0,0.607828089,0.4081,0.1556,0.3152,0.0377,0.0016,0.0018,0.0405,0.4264,Seminole State College of Florida,Sanford,FL,137209
1245.0,,,0.5426052889,0.1422,0.5213,0.2755,0.0169,0.0072,0.0016,0.0353,0.6866,Sheridan Technical College,Hollywood,FL,137245
18.0,23100.0,23100.0,,0.3333,0.0556,0.3333,0.0556,0.0556,0.0,0.0,1.0,St. John Vianney College Seminary,Miami,FL,137272
3909.0,2830.0,10352.0,0.6574257426,0.6165,0.12,0.1522,0.0279,0.0038,0.0026,0.0448,0.4428,Saint Johns River State College,Palatka,FL,137281
2084.0,3165.0,11859.0,0.6499215071,0.3546,0.12,0.4453,0.0216,0.0005,0.0038,0.0182,0.5385,South Florida State College,Avon Park,FL,137315
36299.0,6410.0,17324.0,0.605735746,0.4439,0.079,0.2325,0.0863,0.001,0.0011,0.0437,0.7435,University of South Florida,Tampa,FL,137351
1963.0,34770.0,34770.0,0.5425742574,0.1075,0.3561,0.3072,0.0036,0.002,0.0025,0.0367,0.4306,St. Thomas University,Miami Gardens,FL,137476
2292.0,55220.0,55220.0,0.6157817109,0.5039,0.1222,0.1968,0.0166,0.0013,0.0013,0.062,0.6322,Stetson University,DeLand,FL,137546
4646.0,31732.0,31732.0,0.5587135378,0.5594,0.1119,0.2383,0.0146,0.008,0.0032,0.0411,0.4299,Southeastern University,Lakeland,FL,137564
288.0,,,0.79,0.6076,0.1111,0.2326,0.0035,0.0,0.0,0.0382,0.4202,Bene's Career Academy,New Port Richey,FL,137591
241.0,,,0.7407407407,0.5851,0.1867,0.1909,0.0041,0.0,0.0041,0.029,0.741,Riveroak Technical College,Live Oak,FL,137713
10357.0,2026.0,8062.0,0.5381648722,0.3741,0.2639,0.2871,0.0129,0.0016,0.001,0.0323,0.3683,Tallahassee Community College,Tallahassee,FL,137759
26.0,16750.0,16750.0,,0.8846,0.0,0.0,0.0,0.0,0.0,0.0,0.5965,Talmudic College of Florida,Miami Beach,FL,137777
10093.0,33424.0,33424.0,0.6351435705,0.7053,0.0269,0.1292,0.0177,0.0016,0.0004,0.0345,0.6371,The University of Tampa,Tampa,FL,137847
160.0,,,0.6354166667,0.6875,0.2563,0.0438,0.0,0.0,0.0,0.0125,0.746,Big Bend Technical College,Perry,FL,137856
432.0,,,0.5595744681,0.6134,0.1736,0.0856,0.0069,0.0069,0.0,0.0949,0.4663,Tom P. Haney Technical College,Panama City,FL,137865
363.0,14300.0,14300.0,0.4015444015,0.6033,0.1708,0.146,0.0028,0.0055,0.0028,0.0331,0.3482,Trinity Baptist College,Jacksonville,FL,137953
187.0,16300.0,16300.0,0.4227642276,0.4759,0.2193,0.1765,0.0107,0.0,0.0107,0.0481,0.0167,Trinity College of Florida,Trinity,FL,137962
35125.0,2474.0,9383.0,0.5756013746,0.2277,0.1673,0.4394,0.0422,0.002,0.002,0.0316,0.442,Valencia College,Orlando,FL,138187
753.0,28160.0,28160.0,0.4591549296,0.4143,0.2722,0.2151,0.0066,0.0053,0.0013,0.0398,0.3721,Warner University,Lake Wales,FL,138275
201.0,,,0.6666666667,0.6816,0.2289,0.0398,0.0149,0.0199,0.0,0.0149,0.3771,Florida Panhandle Technical College,Chipley,FL,138284
879.0,32150.0,32150.0,0.3461988304,0.4152,0.3117,0.1081,0.0125,0.0034,0.0034,0.0137,0.2943,Webber International University,Babson Park,FL,138293
3034.0,15117.0,15117.0,0.814446146,0.321,0.2518,0.2245,0.0326,0.003,0.004,0.0201,0.4764,Rasmussen University-Florida,Ocala,FL,138309
9042.0,6360.0,19241.0,0.5969785575,0.6169,0.1023,0.1128,0.0331,0.0041,0.0023,0.0627,0.5703,University of West Florida,Pensacola,FL,138354
607.0,,,0.6034482759,0.3839,0.2422,0.3245,0.0231,0.0049,0.0066,0.0066,0.7093,Orange Technical College-West Campus,Winter Garden,FL,138372
617.0,,,0.5265700483,0.1945,0.4327,0.316,0.0211,0.0016,0.0032,0.0308,0.6034,William T McFatter Technical College,Davie,FL,138479
372.0,,,0.7370892019,0.3172,0.2661,0.3683,0.0188,0.0,0.0054,0.0161,0.6974,Orange Technical College-East Campus,Winter Park,FL,138488
262.0,,,0.3765060241,0.6985,0.0687,0.145,0.0115,0.0,0.0,0.0763,0.48,Withlacoochee Technical College,Inverness,FL,138497
3218.0,3195.0,10101.0,0.5739705135,0.7862,0.0752,0.1035,0.0081,0.0025,0.0006,0.0149,0.3474,Abraham Baldwin Agricultural College,Tifton,GA,138558
898.0,48150.0,48150.0,,0.4009,0.314,0.1392,0.0445,0.0011,0.0033,0.0635,0.7381,Agnes Scott College,Decatur,GA,138600
529.0,11330.0,11330.0,0.5168887512,0.1512,0.4783,0.225,0.1456,0.0,0.0,0.0,0.4142,Interactive College of Technology-Chamblee,Chamblee,GA,138655
113.0,11210.0,11210.0,0.5168887512,0.0,0.885,0.0796,0.0354,0.0,0.0,0.0,0.3542,Interactive College of Technology-Morrow,Morrow,GA,138664
2214.0,3196.0,5596.0,0.6296992481,0.1481,0.7886,0.0271,0.0041,0.0018,0.0005,0.0285,0.4092,Albany Technical College,Albany,GA,138682
5829.0,5934.0,16656.0,0.6648385131,0.0674,0.8245,0.0429,0.0034,0.0021,0.0,0.0196,0.2467,Albany State University,Albany,GA,138716
287.0,19126.0,19126.0,0.4902597403,0.453,0.3206,0.115,0.007,0.0,0.0,0.0383,0.2509,Andrew College,Cuthbert,GA,138761
586.0,,,0.9311594203,0.2423,0.6553,0.0666,0.0068,0.0,0.0,0.0154,0.7006,Georgia Career Institute,Conyers,GA,138822
3044.0,3164.0,5564.0,0.6807950892,0.0335,0.8282,0.0703,0.0138,0.0023,0.0,0.0348,0.3801,Atlanta Technical College,Atlanta,GA,138840
2617.0,22300.0,22300.0,0.4329461457,0.5541,0.1804,0.136,0.0222,0.0038,0.0011,0.0107,0.3297,Point University,West Point,GA,138868
1348.0,3105.0,9731.0,0.6287037037,0.0223,0.8702,0.0467,0.0104,0.0015,0.0,0.0326,0.1867,Atlanta Metropolitan State College,Atlanta,GA,138901
,,,,,,,,,,,,Atlanta's John Marshall Law School,Atlanta,GA,138929
319.0,,,0.794661191,0.185,0.5486,0.1254,0.0219,0.0,0.0094,0.094,0.5893,Atlanta School of Massage,Atlanta,GA,138938
